,3304557,3106200,3509502,3550308,3502507,3503158,3503505,3504909,3508504,3508603,3509700,3509957,3510500,3513405,3513603,3518404,3520202,3520400,3524402,3524907,3526308,3526605,3527207,3531704,3532306,3535606,3538006,3538501,3540754,3541901,3542305,3544301,3546009,3548203,3548609,3549607,3549904,3550001,3550704,3552007,3554102,3554805,3555406
3509957,0,0,0,1,0,0,0,0,0,111,0,0,0,7,0,14,0,0,0,0,0,2,252,0,0,0,0,4,1,0,0,3,0,0,0,0,6,0,0,0,4,0,0
3510500,0,0,0,176,0,0,0,0,6,0,0,0,0,0,0,0,0,113,2,0,0,0,0,0,6,22,7,0,0,0,0,0,0,0,0,0,84,0,1532,0,0,1,365
3513405,6,0,0,10,20,0,9,2,6,240,0,7,0,0,0,102,0,0,4,0,0,932,197,0,0,0,60,190,0,76,0,0,0,0,0,4,33,0,0,41,31,0,0
3513603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,9,0,0,0,0,13,4,0,0,0,0,9
3518404,0,0,0,29,1116,3,0,0,26,104,0,14,0,102,47,0,0,0,9,0,9,0,1846,0,0,0,239,95,336,14,0,83,4,1,0,0,307,0,0,9,284,12,0
3520202,0,0,0,35,9,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0
3520400,0,0,0,8,0,0,0,0,0,0,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295,0,0,0,0
3524402,6,0,11,460,0,0,0,0,203,0,10,0,2,4,0,9,72,0,0,42,2,2,0,0,0,63,46,4,0,0,0,10,463,0,0,0,12317,0,1,0,191,17,0
3524907,0,0,0,2,0,0,0,0,37,0,0,0,0,0,0,0,0,0,42,0,0,0,0,1,0,184,0,0,0,0,0,0,0,0,3,0,255,0,0,0,38,0,0
3526308,0,0,0,3,8,0,0,0,0,0,1,0,0,0,3,9,0,0,2,0,0,0,0,0,1,0,35,0,0,0,0,0,0,0,0,0,7,35,0,0,34,0,11
3526605,1,0,0,9,0,0,5,0,0,0,0,2,0,932,0,0,0,0,2,0,0,0,0,0,0,0,0,0,8,54,0,0,0,0,0,0,0,0,0,9,6,0,0
3527207,0,0,0,63,136,0,0,6,34,364,0,252,0,197,0,1846,0,0,0,0,0,0,0,0,0,4,71,378,53,14,0,41,0,0,0,0,114,0,0,16,180,0,0
3531704,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,0,0,0,0,0,0
3532306,0,0,0,0,0,0,0,0,10,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,4,1,0,0,0,13,0,0,0,0,0,11,8,0,0,13,0,0
3535606,0,0,0,21,0,0,0,0,1,0,0,0,22,0,0,0,0,0,63,184,0,0,4,0,4,0,0,0,0,0,0,0,4,0,0,0,547,5,0,0,4,4,7
3538006,0,0,12,57,84,0,0,0,116,7,134,0,7,60,0,239,0,0,46,0,35,0,71,0,1,0,0,0,38,9,0,257,0,12,10,0,481,2,0,0,3569,451,14
3538501,0,0,0,4,33,0,0,0,4,55,0,4,0,190,3,95,0,0,4,0,0,0,378,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
3540754,0,0,0,0,3030,0,0,0,0,3,0,1,0,0,0,336,0,0,0,0,0,8,53,0,0,0,38,0,0,0,0,50,0,0,0,0,12,0,0,0,14,0,0
3541901,0,0,0,0,0,0,18,0,0,9,0,0,0,76,0,14,0,0,0,0,0,54,14,0,0,0,9,0,0,0,0,0,0,0,0,2,0,0,0,11,0,0,0
3542305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,214,3,0
3544301,4,0,0,4,548,0,0,0,6,15,5,3,0,0,9,83,0,0,10,0,0,0,41,0,0,0,257,0,50,0,0,0,0,3,0,0,41,6,0,0,46,10,0
3546009,0,0,0,38,2,0,0,0,8,0,4,0,0,0,0,4,0,0,463,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,231,0,0,0,7,0,0
3548203,0,0,0,1,0,0,0,0,0,0,140,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,3,0,0,55,0,10,0,0,0,23,1,0
3548609,0,0,0,2,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,10,0,0,0,0,0,0,55,0,0,8,0,0,0,11,3,0
3549607,0,0,0,0,0,12,7,13,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0
3549904,11,30,74,1174,72,0,0,0,2420,49,37,6,84,33,13,307,73,0,12317,255,7,0,114,169,11,547,481,5,12,0,7,41,231,10,8,0,0,0,0,2,2725,221,18
3550001,0,0,0,0,0,0,0,0,1,0,3,0,0,0,4,0,0,0,0,0,35,0,0,0,8,5,2,0,0,0,0,6,0,0,0,0,0,0,0,0,137,0,12
3550704,0,0,0,47,0,0,0,0,0,0,0,0,1532,0,0,0,0,295,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
3552007,0,0,0,0,8,0,2,0,0,41,4,0,0,41,0,9,0,0,0,0,0,9,16,0,0,0,0,0,0,11,0,0,0,0,0,3,2,0,0,0,3,0,0
3554102,0,0,11,198,80,0,0,0,1253,13,165,4,0,31,0,284,0,0,191,38,34,6,180,0,13,4,3569,0,14,0,214,46,7,23,11,0,2725,137,3,3,0,4275,23
3554805,0,0,0,48,16,0,0,0,94,0,29,0,1,0,0,12,0,0,17,0,0,0,0,0,0,4,451,0,0,0,3,10,0,1,3,0,221,0,0,0,4275,0,0
3555406,0,0,0,35,19,0,0,0,0,0,0,0,365,0,9,0,0,0,0,0,11,0,0,0,0,7,14,0,0,0,0,0,0,0,0,0,18,12,0,0,23,0,0
